Giá nhà,Diện tích (m^2),Khu vực,Mô tả vị trí,Mặt tiền (m),Số phòng ngủ,WC
27.8 Tỷ,260,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,15,4.0,5.0
2.8 Tỷ,65,"Phường An Khê, Quận Thanh Khê",Nhà trong ngõ,6,4.0,
3 Tỷ,50,"Phường Thạch Thang, Quận Hải Châu",Nhà trong ngõ,5,3.0,2.0
4.2 Tỷ,60,"Phường Thạch Thang, Quận Hải Châu",Nhà mặt phố,4,5.0,
356.25 Triệu,95,"Phường An Khê, Quận Thanh Khê",Nhà mặt phố,5,2.0,1.0
3.75 Tỷ,114,"Phường An Khê, Quận Thanh Khê",Nhà mặt phố,5,2.0,1.0
4.65 Tỷ,60,"Phường Hòa Minh, Quận Liên Chiểu",Nhà mặt phố,5,4.0,3.0
3.65 Tỷ,60,"Phường An Khê, Quận Thanh Khê",Nhà trong ngõ,5,3.0,4.0
93.5 Triệu,50,"Phường Chính Gián, Quận Thanh Khê",Nhà trong ngõ,4,3.0,3.0
7.3 Tỷ,108,"Phường An Khê, Quận Thanh Khê",Nhà mặt phố,5,4.0,5.0
7.3 Tỷ,108,"Phường An Khê, Quận Thanh Khê",Nhà mặt phố,5,4.0,5.0
3.2 Tỷ,65,"Phường Thạch Thang, Quận Hải Châu",Nhà trong ngõ,7,3.0,3.0
2.8 Tỷ,120,"Phường Chính Gián, Quận Thanh Khê",Nhà mặt phố,6,,
3 Tỷ,120,"Phường Tân Chính, Quận Thanh Khê",Nhà mặt phố,5,4.0,
3.2 Tỷ,75,"Phường Thạc Gián, Quận Thanh Khê",Nhà mặt phố,5,3.0,
7.4 Tỷ,71,"Phường Thạch Thang, Quận Hải Châu",Nhà trong ngõ,9,3.0,3.0
3 Tỷ,80,"Phường Thuận Phước, Quận Hải Châu",Nhà trong ngõ,4,,
1.85 Tỷ,120,"Phường Hòa Thọ Tây, Quận Cẩm Lệ",Nhà trong ngõ,5,1.0,1.0
22 Tỷ,62,"Phường Nam Dương, Quận Hải Châu",Căn hộ chung cư,14,11.0,9.0
6.5 Tỷ,90,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",Nhà mặt phố,5,4.0,3.0
5 Tỷ,95,"Phường An Khê, Quận Thanh Khê",Nhà mặt phố,5,6.0,6.0
4.8 Tỷ,80,"Phường Khuê Trung, Quận Cẩm Lệ",Nhà mặt phố,5,4.0,4.0
4.5 Tỷ,50,"Phường Hòa Cường Bắc, Quận Hải Châu",Nhà mặt phố,4,3.0,3.0
4.8 Tỷ,75,"Phường Thạc Gián, Quận Thanh Khê",Nhà trong ngõ,5,,
4550 Tỷ,50,"Phường Tam Thuận, Quận Thanh Khê",Nhà mặt phố,7,3.0,4.0
4550 Tỷ,50,"Phường Tam Thuận, Quận Thanh Khê",Nhà mặt phố,7,3.0,4.0
30 Tỷ,250,"Phường Hòa Xuân, Quận Cẩm Lệ","Nhà biệt thự, Liền kề",12,,
5.6 Tỷ,93,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,5,3.0,2.0
11.5 Tỷ,114,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",Nhà mặt phố,5,6.0,6.0
2.35 Tỷ,100,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà mặt phố,5,11.0,11.0
8.9 Tỷ,96,"Phường Xuân Hà, Quận Thanh Khê",Nhà mặt phố,5,3.0,3.0
4.5 Tỷ,82,"Phường Hòa Thuận Đông, Quận Hải Châu",Nhà trong ngõ,4,3.0,
2.7 Tỷ,90,"Phường Chính Gián, Quận Thanh Khê",Nhà mặt phố,5,8.0,8.0
5.9 Tỷ,115,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,3.0
580 Triệu,100,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,2.0
2 Tỷ,150,"Phường An Hải Bắc, Quận Sơn Trà",Nhà trong ngõ,5,,
5.6 Tỷ,70,"Phường Hòa Cường Nam, Quận Hải Châu",Nhà mặt phố,4,2.0,2.0
9 Tỷ,280,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",Nhà mặt phố,5,4.0,
600 Triệu,71,"Phường Hòa Khánh Bắc, Quận Liên Chiểu",Căn hộ chung cư,10,3.0,2.0
30 Tỷ,300,"Phường Hòa Xuân, Quận Cẩm Lệ","Nhà biệt thự, Liền kề",12,4.0,4.0
19.1 Tỷ,175,"Phường Khuê Trung, Quận Cẩm Lệ",Nhà mặt phố,5,6.0,6.0
5.5 Tỷ,100,"Phường Hòa Hải, Quận Ngũ Hành Sơn",Nhà mặt phố,5,5.0,
4.5 Tỷ,51,"Phường Hòa Cường Bắc, Quận Hải Châu",Nhà trong ngõ,4,2.0,2.0
2.9 Tỷ,80,"Phường Hòa Thọ Đông, Quận Cẩm Lệ",Nhà mặt phố,5,,
1.17 Tỷ,46,", Quận Ngũ Hành Sơn",Căn hộ chung cư,5,1.0,2.0
5.9 Tỷ,80,"Phường Thọ Quang, Quận Sơn Trà","Nhà biệt thự, Liền kề",4,4.0,2.0
3 Tỷ,158,"Phường Hòa Khánh Nam, Quận Liên Chiểu",Nhà mặt phố,5,3.0,2.0
7 Tỷ,125,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,5,4.0,4.0
5 Tỷ,80,"Phường Khuê Trung, Quận Cẩm Lệ",Nhà mặt phố,5,2.0,2.0
2950 Tỷ,125,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,5,2.0,1.0
3.5 Tỷ,70,"Phường Hòa Cường Bắc, Quận Hải Châu",Nhà mặt phố,4,,
5.3 Tỷ,100,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,2.0
3 Tỷ,66,"Phường Chính Gián, Quận Thanh Khê",Nhà trong ngõ,4,3.0,3.0
1.85 Tỷ,44,"Phường Hòa An, Quận Cẩm Lệ",Nhà trong ngõ,4,2.0,2.0
3.5 Tỷ,72,"Phường Nại Hiên Đông, Quận Sơn Trà",Nhà mặt phố,4,2.0,2.0
2.7 Tỷ,400,"Phường Hòa Hải, Quận Ngũ Hành Sơn",Nhà trong ngõ,22,1.0,1.0
7.9 Tỷ,45,"Phường Hải Châu I, Quận Hải Châu",Nhà mặt phố,4,3.0,3.0
23 Tỷ,120,"Phường Hòa Hải, Quận Ngũ Hành Sơn",Nhà mặt phố,7,,
15 Tỷ,57,"Phường Thạch Thang, Quận Hải Châu",Nhà mặt phố,5,4.0,4.0
17 Tỷ,48,"Phường Thạch Thang, Quận Hải Châu",Nhà mặt phố,4,4.0,4.0
2.1 Tỷ,65,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà trong ngõ,4,3.0,2.0
2.85 Tỷ,80,"Phường Hòa Minh, Quận Liên Chiểu",Nhà trong ngõ,4,4.0,3.0
3.55 Tỷ,100,"Phường Hòa Khánh Bắc, Quận Liên Chiểu",Nhà mặt phố,5,4.0,3.0
3.4 Tỷ,150,"Phường Hòa Minh, Quận Liên Chiểu",Nhà mặt phố,7,3.0,2.0
17 Tỷ,210,"Phường Hòa An, Quận Cẩm Lệ","Nhà biệt thự, Liền kề",10,6.0,4.0
5.3 Tỷ,100,"Phường Hòa Minh, Quận Liên Chiểu",Nhà mặt phố,5,3.0,3.0
2.7 Tỷ,90,"Phường Thanh Khê Đông, Quận Thanh Khê",Nhà trong ngõ,12,5.0,2.0
4.1 Tỷ,83,"Phường Hòa Minh, Quận Liên Chiểu",Nhà mặt phố,5,2.0,1.0
5.3 Tỷ,106,"Phường Hòa Minh, Quận Liên Chiểu",Nhà mặt phố,6,3.0,2.0
3.4 Tỷ,60,"Phường Phước Mỹ, Quận Sơn Trà",Nhà mặt phố,7,,
3.8 Tỷ,80,"Phường Khuê Trung, Quận Cẩm Lệ",Nhà mặt phố,5,2.0,2.0
4.8 Tỷ,100,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,3.0
9 Tỷ,290,"Phường Hòa Minh, Quận Liên Chiểu",Nhà mặt phố,5,,
2.7 Tỷ,90,"Phường Thanh Khê Đông, Quận Thanh Khê",Nhà trong ngõ,12,5.0,2.0
4.4 Tỷ,90,"Phường Hòa An, Quận Cẩm Lệ",Nhà mặt phố,5,4.0,2.0
324.5 Triệu,55,"Phường Khuê Trung, Quận Cẩm Lệ",Nhà mặt phố,4,3.0,4.0
3.4 Tỷ,60,"Phường Phước Mỹ, Quận Sơn Trà",Nhà mặt phố,7,3.0,3.0
2.9 Tỷ,80,"Phường Hòa Khánh Nam, Quận Liên Chiểu",Nhà trong ngõ,4,3.0,2.0
5.3 Tỷ,110,"Phường Hòa Khánh Nam, Quận Liên Chiểu",Nhà mặt phố,5,3.0,2.0
2.5 Tỷ,70,"Phường Hòa Minh, Quận Liên Chiểu",Nhà trong ngõ,21,2.0,1.0
4.6 Tỷ,67,"Phường An Khê, Quận Thanh Khê",Nhà mặt phố,4,3.0,2.0
3.7 Tỷ,66,"Phường Mân Thái, Quận Sơn Trà",Nhà mặt phố,4,,
4.9 Tỷ,47,"Phường Hòa An, Quận Cẩm Lệ",Nhà trong ngõ,4,2.0,2.0
5.5 Tỷ,60,"Phường Thuận Phước, Quận Hải Châu",Nhà mặt phố,4,6.0,5.0
35 Tỷ,330,"Phường An Hải Đông, Quận Sơn Trà",Nhà mặt phố,81,,
2.15 Tỷ,50,"Phường Hòa Cường Bắc, Quận Hải Châu",Nhà trong ngõ,5,2.0,2.0
530 Triệu,106,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,2.0
19.2 Tỷ,180,"Phường Khuê Trung, Quận Cẩm Lệ",Nhà mặt phố,5,7.0,5.0
3.15 Tỷ,75,"Phường Xuân Hà, Quận Thanh Khê",Nhà trong ngõ,5,6.0,6.0
13.5 Tỷ,100,"Phường Khuê Trung, Quận Cẩm Lệ",Nhà mặt phố,5,11.0,11.0
5.9 Tỷ,55,"Phường Khuê Trung, Quận Cẩm Lệ",Nhà mặt phố,4,3.0,3.0
3.9 Tỷ,70,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,5,,
3.77 Tỷ,115,", Quận Cẩm Lệ",Nhà mặt phố,7,,
9.69 Tỷ,91,", Quận Hải Châu",Nhà mặt phố,4,,
536 Tỷ,98,"Phường Hòa Thuận Tây, Quận Hải Châu",Nhà trong ngõ,5,3.0,2.0
303 Tỷ,52,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,4,2.0,1.0
4.2 Tỷ,85,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",Nhà mặt phố,5,6.0,7.0
11.3 Tỷ,158,"Phường Phước Mỹ, Quận Sơn Trà",Nhà mặt phố,8,3.0,2.0
7 Tỷ,70,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,5,4.0,4.0
4.17 Tỷ,70,"Phường Hòa Cường Bắc, Quận Hải Châu",Nhà mặt phố,8,2.0,2.0
10.5 Tỷ,81,"Phường Phước Mỹ, Quận Sơn Trà",Căn hộ chung cư,5,,
14 Tỷ,60,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,7,9.0,
85 Tỷ,69,"Phường An Hải Bắc, Quận Sơn Trà",Căn hộ chung cư,5,,
5500 Tỷ,65,"Phường Thuận Phước, Quận Hải Châu",Nhà mặt phố,5,4.0,4.0
1 Tỷ,45,", Quận Liên Chiểu",Căn hộ chung cư,27,3.0,2.0
12 Tỷ,350,", Quận Ngũ Hành Sơn","Nhà biệt thự, Liền kề",33,5.0,6.0
4 Tỷ,300,", Quận Ngũ Hành Sơn","Nhà biệt thự, Liền kề",15,5.0,
8 Tỷ,90,", Quận Ngũ Hành Sơn",Nhà mặt phố,5,6.0,7.0
4.3 Tỷ,70,", Quận Hải Châu",Nhà mặt phố,4,3.0,2.0
31.3 Tỷ,179,", Quận Hải Châu",Nhà mặt phố,7,4.0,3.0
4.5 Tỷ,82,", Quận Ngũ Hành Sơn",Căn hộ chung cư,21,2.0,2.0
3 Tỷ,77,", Quận Ngũ Hành Sơn",Căn hộ chung cư,21,3.0,2.0
3 Tỷ,65,", Quận Ngũ Hành Sơn",Căn hộ chung cư,21,3.0,2.0
2.33 Tỷ,80,", Quận Hải Châu",Căn hộ chung cư,10,2.0,2.0
6.8 Tỷ,100,", Quận Ngũ Hành Sơn",Nhà mặt phố,5,3.0,4.0
1.27 Tỷ,105,", Quận Ngũ Hành Sơn",Căn hộ chung cư,21,3.0,3.0
714 Triệu,59,", Quận Ngũ Hành Sơn",Căn hộ chung cư,21,1.0,1.0
3.15 Tỷ,51,", Quận Thanh Khê",Nhà trong ngõ,4,3.0,2.0
960 Triệu,77,", Quận Ngũ Hành Sơn",Căn hộ chung cư,21,2.0,2.0
7.8 Tỷ,90,", Quận Ngũ Hành Sơn",Nhà mặt phố,4,3.0,2.0
3.95 Tỷ,80,", Quận Sơn Trà",Nhà mặt phố,5,2.0,2.0
2.25 Tỷ,62,", Quận Thanh Khê",Nhà trong ngõ,5,2.0,2.0
31 Tỷ,179,", Quận Hải Châu",Nhà mặt phố,7,4.0,3.0
2.5 Tỷ,67,", Quận Thanh Khê",Nhà trong ngõ,6,4.0,2.0
16.5 Tỷ,115,", Quận Cẩm Lệ",Nhà mặt phố,5,3.0,3.0
1.07 Tỷ,105,", Quận Ngũ Hành Sơn",Căn hộ chung cư,10,3.0,4.0
3.3 Tỷ,80,", Quận Thanh Khê",Nhà mặt phố,5,3.0,2.0
5.6 Tỷ,83,", Quận Hải Châu",Nhà mặt phố,5,4.0,4.0
3.5 Tỷ,58,", Quận Thanh Khê",Nhà trong ngõ,4,2.0,2.0
3.39 Tỷ,42,", Quận Hải Châu",Nhà trong ngõ,3,,
3.9 Tỷ,115,", Quận Cẩm Lệ",Nhà mặt phố,5,4.0,2.0
3.37 Tỷ,48,", Quận Thanh Khê",Nhà trong ngõ,4,4.0,3.0
2.35 Tỷ,40,", Quận Thanh Khê",Nhà trong ngõ,4,2.0,2.0
14.5 Tỷ,270,", Quận Ngũ Hành Sơn","Nhà biệt thự, Liền kề",15,4.0,4.0
3.4 Tỷ,41,", Quận Thanh Khê",Nhà trong ngõ,4,3.0,3.0
6.09 Tỷ,75,", Quận Hải Châu",Nhà mặt phố,4,3.0,2.0
1.99 Tỷ,33,", Quận Hải Châu",Nhà trong ngõ,3,2.0,2.0
256.5 Triệu,57,", Quận Hải Châu",Nhà trong ngõ,4,4.0,4.0
7.75 Tỷ,93,", Quận Cẩm Lệ",Nhà mặt phố,5,3.0,2.0
5.4 Tỷ,81,", Quận Hải Châu",Nhà mặt phố,4,2.0,1.0
3 Tỷ,50,", Quận Thanh Khê",Nhà trong ngõ,5,3.0,2.0
3.4 Tỷ,63,", Quận Sơn Trà",Nhà mặt phố,3,2.0,1.0
4.95 Tỷ,52,", Quận Hải Châu",Nhà trong ngõ,4,3.0,4.0
8.1 Tỷ,75,", Quận Ngũ Hành Sơn",Nhà mặt phố,5,3.0,2.0
7.3 Tỷ,88,", Quận Hải Châu",Nhà mặt phố,5,4.0,3.0
5.5 Tỷ,129,", Quận Sơn Trà",Nhà mặt phố,5,3.0,2.0
4.6 Tỷ,70,", Quận Hải Châu",Nhà mặt phố,4,4.0,2.0
4.85 Tỷ,70,", Quận Hải Châu",Nhà mặt phố,4,3.0,3.0
4.5 Tỷ,130,", Quận Ngũ Hành Sơn",Nhà trong ngõ,7,3.0,4.0
3.2 Tỷ,86,", Quận Ngũ Hành Sơn",Nhà trong ngõ,6,4.0,2.0
5.25 Tỷ,101,", Quận Ngũ Hành Sơn",Nhà mặt phố,5,4.0,2.0
3.9 Tỷ,81,", Quận Ngũ Hành Sơn",Nhà mặt phố,4,2.0,2.0
7.3 Tỷ,160,", Quận Sơn Trà",Nhà mặt phố,8,3.0,2.0
5.3 Tỷ,56,", Quận Ngũ Hành Sơn",Nhà mặt phố,5,3.0,3.0
2.1 Tỷ,70,", Quận Ngũ Hành Sơn",Căn hộ chung cư,10,2.0,2.0
3.4 Tỷ,85,", Quận Ngũ Hành Sơn",Căn hộ chung cư,120,2.0,2.0
1.7 Tỷ,85,", Quận Ngũ Hành Sơn",Căn hộ chung cư,20,2.0,2.0
2 Tỷ,85,", Quận Ngũ Hành Sơn",Căn hộ chung cư,20,2.0,2.0
12 Tỷ,180,", Quận Ngũ Hành Sơn","Nhà biệt thự, Liền kề",9,4.0,3.0
12 Tỷ,180,", Quận Ngũ Hành Sơn","Nhà biệt thự, Liền kề",9,4.0,3.0
1.7 Tỷ,85,", Quận Ngũ Hành Sơn",Căn hộ chung cư,20,,
3.25 Tỷ,80,", Quận Cẩm Lệ",Nhà mặt phố,5,,
1.7 Tỷ,85,", Quận Ngũ Hành Sơn",Căn hộ chung cư,20,2.0,2.0
25.6 Tỷ,300,", Quận Ngũ Hành Sơn","Nhà biệt thự, Liền kề",15,4.0,6.0
2 Tỷ,43,", Quận Ngũ Hành Sơn",Căn hộ chung cư,50,1.0,1.0
3.6 Tỷ,60,", Quận Sơn Trà",Căn hộ chung cư,5,1.0,1.0
2.5 Tỷ,4309,", Quận Liên Chiểu",Căn hộ chung cư,35,2.0,2.0
16 Tỷ,120,", Quận Hải Châu",Nhà mặt phố,4,4.0,4.0
16 Tỷ,120,", Quận Hải Châu",Nhà mặt phố,75,3.0,4.0
26 Tỷ,300,", Quận Ngũ Hành Sơn","Nhà biệt thự, Liền kề",15,3.0,3.0
16 Tỷ,120,", Quận Hải Châu",Nhà mặt phố,75,4.0,4.0
7.59 Tỷ,300,", Quận Ngũ Hành Sơn","Nhà biệt thự, Liền kề",15,,
4.2 Tỷ,73,", Quận Cẩm Lệ",Nhà mặt phố,4,2.0,2.0
76 Triệu,71,", Quận Liên Chiểu",Căn hộ chung cư,12,2.0,2.0
2.15 Tỷ,124,", Quận Cẩm Lệ",Nhà trong ngõ,5,3.0,2.0
3.6 Tỷ,50,", Quận Hải Châu",Nhà trong ngõ,4,4.0,3.0
4.5 Tỷ,50,", Quận Hải Châu",Nhà trong ngõ,6,3.0,3.0
200 Triệu,180,", Quận Ngũ Hành Sơn",Nhà mặt phố,9,,
6.3 Tỷ,90,", Quận Thanh Khê",Nhà mặt phố,5,3.0,3.0
4.8 Tỷ,300,", Quận Ngũ Hành Sơn",Nhà mặt phố,10,11.0,11.0
4.3 Tỷ,75,", Quận Thanh Khê",Nhà trong ngõ,5,4.0,5.0
4.65 Tỷ,52,", Quận Sơn Trà",Nhà mặt phố,5,3.0,3.0
4.32 Tỷ,60,", Quận Hải Châu",Nhà mặt phố,5,2.0,2.0
7.6 Tỷ,125,", Quận Ngũ Hành Sơn",Nhà mặt phố,5,4.0,5.0
3.15 Tỷ,52,", Quận Sơn Trà",Nhà mặt phố,5,2.0,2.0
5.55 Tỷ,90,", Quận Ngũ Hành Sơn",Nhà mặt phố,5,4.0,5.0
4.6 Tỷ,75,", Quận Sơn Trà",Nhà mặt phố,5,3.0,3.0
3.15 Tỷ,52,", Quận Ngũ Hành Sơn",Nhà mặt phố,5,2.0,2.0
4.6 Tỷ,90,", Quận Sơn Trà",Nhà mặt phố,5,2.0,2.0
3.35 Tỷ,60,", Quận Liên Chiểu",Nhà trong ngõ,4,3.0,3.0
3.4 Tỷ,41,", Quận Thanh Khê",Nhà trong ngõ,4,3.0,3.0
3.99 Tỷ,85,", Quận Liên Chiểu",Nhà mặt phố,5,2.0,2.0
2.07 Tỷ,32,", Quận Hải Châu",Nhà trong ngõ,3,2.0,2.0
